,minute_of_hour,hour_of_week,day_of_week,week_of_month,month,units_consumed
85588,20,4,1,4,10,2.1718014233665914
85589,25,4,1,4,10,2.177982617326134
85590,30,4,1,4,10,2.184077171955698
85591,35,4,1,4,10,2.1900783161549056
85592,40,4,1,4,10,2.195979382603137
85593,45,4,1,4,10,2.201773815166977
85594,50,4,1,4,10,2.2074551761841343
85595,55,4,1,4,10,2.2130171536157373
85596,0,5,1,4,10,2.21845356805906
85597,5,5,1,4,10,2.223758379612892
85598,10,5,1,4,10,2.2289256945879843
85599,15,5,1,4,10,2.2339497720547103
85600,20,5,1,4,10,2.2388250302217063
85601,25,5,1,4,10,2.2435460526370044
85602,30,5,1,4,10,2.248107594205827
85603,35,5,1,4,10,2.2525045870179303
85604,40,5,1,4,10,2.256732145978094
85605,45,5,1,4,10,2.260785574233503
85606,50,5,1,4,10,2.264660368391988
85607,55,5,1,4,10,2.268352223525333
85608,0,6,1,4,10,2.2718570379520857
85609,5,6,1,4,10,2.2751709177945574
85610,10,6,1,4,10,2.2782901813049565
85611,15,6,1,4,10,2.2812113629558377
85612,20,6,1,4,10,2.2839312172903337
85613,25,6,1,4,10,2.286446722527915
85614,30,6,1,4,10,2.2887550839214814
85615,35,6,1,4,10,2.290853736862552
85616,40,6,1,4,10,2.2927403497304293
85617,45,6,1,4,10,2.2944128264826813
85618,50,6,1,4,10,2.2958693089838658
85619,55,6,1,4,10,2.2971081790699297
85620,0,7,1,4,10,2.2981280603460066
85621,5,7,1,4,10,2.298927819715601
85622,10,7,1,4,10,2.299506568639468
85623,15,7,1,4,10,2.299863664122787
85624,20,7,1,4,10,2.299998709429537
85625,25,7,1,4,10,2.299911554523268
85626,30,7,1,4,10,2.2996022962338003
85627,35,7,1,4,10,2.29907127814964
85628,40,7,1,4,10,2.298319090236238
85629,45,7,1,4,10,2.2973465681805814
85630,50,7,1,4,10,2.296154792462673
85631,55,7,1,4,10,2.2947450871551487
85632,0,8,1,4,10,2.2931190184522134
85633,5,8,1,4,10,2.291278392929585
85634,10,8,1,4,10,2.289225255537376
85635,15,8,1,4,10,2.2869618873281348
85636,20,8,1,4,10,2.284490802922579
85637,25,8,1,4,10,2.281814747715831
85638,30,8,1,4,10,2.27893669482726
85639,35,8,1,4,10,2.275859841797325
85640,40,8,1,4,10,2.272587607035077
85641,45,8,1,4,10,2.269123626020282
85642,50,8,1,4,10,2.26547174726437
85643,55,8,1,4,10,2.2616360280346566
85644,0,9,1,4,10,2.257620729846894
85645,5,9,1,4,10,2.253430313730382
85646,10,9,1,4,10,2.2490694352719296
85647,15,9,1,4,10,2.2445429394434138
85648,20,9,1,4,10,2.239855855218972
85649,25,9,1,4,10,2.235013389987772
85650,30,9,1,4,10,2.230020923768561
85651,35,9,1,4,10,2.224884003232416
85652,40,9,1,4,10,2.219608335540353
85653,45,9,1,4,10,2.214199782002618
85654,50,9,1,4,10,2.2086643515667275
85655,55,9,1,4,10,2.2030081941414754
85656,0,10,1,4,10,2.197237593764336
85657,5,10,1,4,10,2.191358961619845
85658,10,10,1,4,10,2.185378828916638
85659,15,10,1,4,10,2.179303839631554
85660,20,10,1,4,10,2.173140743127631
85661,25,10,1,4,10,2.1668963866558335
85662,30,10,1,4,10,2.1605777077476187
85663,35,10,1,4,10,2.1541917265072836
85664,40,10,1,4,10,2.1477455378125705
85665,45,10,1,4,10,2.1412463034321982
85666,50,10,1,4,10,2.13470124406908
85667,55,10,1,4,10,2.128117631338062
85668,0,11,1,4,10,2.121502779687099
85669,5,11,1,4,10,2.1148640382708446
85670,10,11,1,4,10,2.1082087827856766
85671,15,11,1,4,10,2.1015444072752407
85672,20,11,1,4,10,2.094878315915605
85673,25,11,1,4,10,2.0882179147890696
85674,30,11,1,4,10,2.081570603656311
85675,35,11,1,4,10,2.0749437677346427
85676,40,11,1,4,10,2.068344769493341
85677,45,11,1,4,10,2.0617809404737892
85678,50,11,1,4,10,2.055259573144077
85679,55,11,1,4,10,2.0487879127970063
85680,0,12,1,4,10,2.0423731495005115
85681,5,12,1,4,10,2.036022410109436
85682,10,12,1,4,10,2.0297427503475376
85683,15,12,1,4,10,2.0235411469685194
85684,20,12,1,4,10,2.0174244900048013
85685,25,12,1,4,10,2.011399575112636
85686,30,12,1,4,10,2.00547309602208
85687,35,12,1,4,10,1.9996516371002022
85688,40,12,1,4,10,1.9939416660357239
85689,45,12,1,4,10,1.9883495266536704
85690,50,12,1,4,10,1.982881431866864
85691,55,12,1,4,10,1.977543456773638
85692,0,13,1,4,10,1.972341531908276
85693,5,13,1,4,10,1.967281436652137
85694,10,13,1,4,10,1.9623687928127165
85695,15,13,1,4,10,1.9576090583777725
85696,20,13,1,4,10,1.953007521451455
85697,25,13,1,4,10,1.9485692943791795
85698,30,13,1,4,10,1.9442993080677684
85699,35,13,1,4,10,1.9402023065071743
85700,40,13,1,4,10,1.9362828414998667
85701,45,13,1,4,10,1.9325452676037425
85702,50,13,1,4,10,1.9289937372941766
85703,55,13,1,4,10,1.9256321963505423
85704,0,14,1,4,10,1.9224643794725997
85705,5,14,1,4,10,1.919493806130938
85706,10,14,1,4,10,1.9167237766569996
85707,15,14,1,4,10,1.9141573685763396
85708,20,14,1,4,10,1.911797433189468
85709,25,14,1,4,10,1.909646592404032
85710,30,14,1,4,10,1.9077072358218548
85711,35,14,1,4,10,1.9059815180840682
85712,40,14,1,4,10,1.9044713564772893
85713,45,14,1,4,10,1.9031784288034979
85714,50,14,1,4,10,1.9021041715159859
85715,55,14,1,4,10,1.9012497781234454
85716,0,15,1,4,10,1.9006161978639713
85717,5,15,1,4,10,1.9002041346504484
85718,10,15,1,4,10,1.900014046288499
85719,15,15,1,4,10,1.9000461439678638
85720,20,15,1,4,10,1.9003003920277524
85721,25,15,1,4,10,1.900776507996477
85722,30,15,1,4,10,1.9014739629052757
85723,35,15,1,4,10,1.9023919818760018
85724,40,15,1,4,10,1.9035295449820198
85725,45,15,1,4,10,1.9048853883813517
85726,50,15,1,4,10,1.9064580057208165
85727,55,15,1,4,10,1.9082456498096008
85728,0,16,1,4,10,1.910246334560402
85729,5,16,1,4,10,1.9124578371959877
85730,10,16,1,4,10,1.9148777007187199
85731,15,16,1,4,10,1.9175032366402989
85732,20,16,1,4,10,1.9203315279686965
85733,25,16,1,4,10,1.9233594324490006
85734,30,16,1,4,10,1.9265835860543183
85735,35,16,1,4,10,1.930000406723486
85736,40,16,1,4,10,1.9336060983406047
85737,45,16,1,4,10,1.9373966549525978
85738,50,16,1,4,10,1.941367865219857
85739,55,16,1,4,10,1.9455153170950752
85740,0,17,1,4,10,1.949834402725068
85741,5,17,1,4,10,1.954320323570136
85742,10,17,1,4,10,1.9589680957352822
85743,15,17,1,4,10,1.96377255550736
85744,20,17,1,4,10,1.9687283650920013
85745,25,17,1,4,10,1.9738300185439503
85746,30,17,1,4,10,1.9790718478842138
85747,35,17,1,4,10,1.9844480293972315
85748,40,17,1,4,10,1.98995259010115
85749,45,17,1,4,10,1.9955794143835512
85750,50,17,1,4,10,2.0013222507963984
85751,55,17,1,4,10,2.0071747190011493
85752,0,18,1,4,10,2.0131303168574375
85753,5,18,1,4,10,2.0191824276470047
85754,10,18,1,4,10,2.025324327424929
85755,15,18,1,4,10,2.031549192489983
85756,20,18,1,4,10,2.0378501069658226
85757,25,18,1,4,10,2.044220070484582
85758,30,18,1,4,10,2.0506520059643387
85759,35,18,1,4,10,2.057138767471814
85760,40,18,1,4,10,2.0636731481615582
85761,45,18,1,4,10,2.0702478882828204
85762,50,18,1,4,10,2.0768556832451863
85763,55,18,1,4,10,2.083489191734134
85764,0,19,1,4,10,2.0901410438669292
85765,5,19,1,4,10,2.0968038493811694
85766,10,19,1,4,10,2.103470205845065
85767,15,19,1,4,10,2.110132706881692
85768,20,19,1,4,10,2.1167839503975383
85769,25,19,1,4,10,2.1234165468062893
85770,30,19,1,4,10,2.130023127238721
85771,35,19,1,4,10,2.136596351729572
85772,40,19,1,4,10,2.1431289173723074
85773,45,19,1,4,10,2.1496135664327074
85774,50,19,1,4,10,2.15604309441227
85775,55,19,1,4,10,2.1624103580524663
85776,0,20,1,4,10,2.1687082832709637
85777,5,20,1,4,10,2.1749298730209854
85778,10,20,1,4,10,2.1810682150651712
85779,15,20,1,4,10,2.1871164896547985
85780,20,20,1,4,10,2.19306797710708
85781,25,20,1,4,10,2.1989160652704487
85782,30,20,1,4,10,2.2046542568708016
85783,35,20,1,4,10,2.2102761767300207
85784,40,20,1,4,10,2.21577557884885
85785,45,20,1,4,10,2.221146353346252
85786,50,20,1,4,10,2.226382533247535
85787,55,20,1,4,10,2.2314783011137136
85788,0,21,1,4,10,2.2364279955047284
85789,5,21,1,4,10,2.2412261172693535
85790,10,21,1,4,10,2.2458673356547996
85791,15,21,1,4,10,2.2503464942292237
85792,20,21,1,4,10,2.2546586166105667
85793,25,21,1,4,10,2.2587989119954113
85794,30,21,1,4,10,2.2627627804813795
85795,35,21,1,4,10,2.266545818178002
85796,40,21,1,4,10,2.270143822099247
85797,45,21,1,4,10,2.273552794833131
85798,50,21,1,4,10,2.276768948982876
85799,55,21,1,4,10,2.27978871137474
85800,0,22,1,4,10,2.282608727027839
85801,5,22,1,4,10,2.2852258628815623
85802,10,22,1,4,10,2.2876372112764263
85803,15,22,1,4,10,2.289840093184508
85804,20,22,1,4,10,2.291832061185869
85805,25,22,1,4,10,2.2936109021876576
85806,30,22,1,4,10,2.2951746398828727
85807,35,22,1,4,10,2.296521536946059
85808,40,22,1,4,10,2.2976500969635025
85809,45,22,1,4,10,2.2985590660957005
85810,50,22,1,4,10,2.2992474344704785
85811,55,22,1,4,10,2.299714437304905
85812,0,23,1,4,10,2.2999595557549846
85813,5,23,1,4,10,2.299982517492101
85814,10,23,1,4,10,2.299783297005576
85815,15,23,1,4,10,2.2993621156310096
85816,20,23,1,4,10,2.2987194413043777
85817,25,23,1,4,10,2.2978559880421487
85818,30,23,1,4,10,2.296772715148007
85819,35,23,1,4,10,2.295470826147058
85820,40,23,1,4,10,2.2939517674487018
85821,45,23,1,4,10,2.2922172267396608
85822,50,23,1,4,10,2.2902691311089454
85823,55,23,1,4,10,2.288109644906811
85824,0,0,2,4,10,2.485741167340269
85825,5,0,2,4,10,2.4831663298073714
85826,10,0,2,4,10,2.480387992973818
85827,15,0,2,4,10,2.477409243594709
85828,20,0,2,4,10,2.474233391085132
85829,25,0,2,4,10,2.470863963843377
85830,30,0,2,4,10,2.4673047053308528
85831,35,0,2,4,10,2.463559569913076
85832,40,0,2,4,10,2.459632718466333
85833,45,0,2,4,10,2.455528513754917
85834,50,0,2,4,10,2.4512515155840564
85835,55,0,2,4,10,2.4468064757339376
85836,0,1,2,4,10,2.4421983326804355
85837,5,1,2,4,10,2.4374322061084275
85838,10,1,2,4,10,2.4325133912237122
85839,15,1,2,4,10,2.4274473528702636
85840,20,1,2,4,10,2.422239719458341
85841,25,1,2,4,10,2.416896276711547
85842,30,1,2,4,10,2.4114229612387716
85843,35,1,2,4,10,2.4058258539385746
85844,40,1,2,4,10,2.400111173243254
85845,45,1,2,4,10,2.3942852682101186
85846,50,1,2,4,10,2.3883546114676317
85847,55,1,2,4,10,2.38232579202427
85848,0,2,2,4,10,2.376205507948077
85849,5,2,2,4,10,2.370000558925058
85850,10,2,2,4,10,2.36371783870467
85851,15,2,2,4,10,2.357364327440812
85852,20,2,2,4,10,2.350947083936814
85853,25,2,2,4,10,2.3444732378029625
85854,30,2,2,4,10,2.3379499815357954
85855,35,2,2,4,10,2.331384562526652
85856,40,2,2,4,10,2.3247842750101126
85857,45,2,2,4,10,2.318156451959957
85858,50,2,2,4,10,2.311508456942169
85859,55,2,2,4,10,2.3048476759339542
85860,0,3,2,4,10,2.2981815091178603
85861,5,3,2,4,10,2.29151736266011
85862,10,3,2,4,10,2.2848626404822925
85863,15,3,2,4,10,2.2782247360355443
85864,20,3,2,4,10,2.271611024086364
85865,25,3,2,4,10,2.265028852523186
85866,30,3,2,4,10,2.258485534192816
85867,35,3,2,4,10,2.251988338775799
85868,40,3,2,4,10,2.245544484709655
85869,45,3,2,4,10,2.2391611311694875
85870,50,3,2,4,10,2.232845370113554
85871,55,3,2,4,10,2.2266042184043933
85872,0,4,2,4,10,2.220444610012945
85873,5,4,2,4,10,2.2143733883148524
85874,10,4,2,4,10,2.208397298487414
85875,15,4,2,4,10,2.2025229800156367
85876,20,4,2,4,10,2.196756959315713
85877,25,4,2,4,10,2.1911056424841195
85878,30,4,2,4,10,2.185575308180391
85879,35,4,2,4,10,2.1801721006514767
85880,40,4,2,4,10,2.174902022905433
85881,45,4,2,4,10,2.1697709300420307
85882,50,4,2,4,10,2.1647845227476914
85883,55,4,2,4,10,2.1599483409619147
85884,0,5,2,4,10,2.155267757722618
85885,5,5,2,4,10,2.150747973196254
85886,10,5,2,4,10,2.14639400890065
85887,15,5,2,4,10,2.1422107021259884
85888,20,5,2,4,10,2.1382027005605435
85889,25,5,2,4,10,2.134374457127057
85890,30,5,2,4,10,2.130730225035506
85891,35,5,2,4,10,2.1272740530577527
85892,40,5,2,4,10,2.124009781029322
85893,45,5,2,4,10,2.120941035583318
85894,50,5,2,4,10,2.1180712261211982
85895,55,5,2,4,10,2.1154035410249072
85896,0,6,2,4,10,2.112940944114553
85897,5,6,2,4,10,2.1106861713555807
85898,10,6,2,4,10,2.108641727819065
85899,15,6,2,4,10,2.106809884898666
85900,20,6,2,4,10,2.1051926777869223
85901,25,6,2,4,10,2.1037919032142516
85902,30,6,2,4,10,2.1026091174527384
85903,35,6,2,4,10,2.1016456345871033
85904,40,6,2,4,10,2.1009025250547437
85905,45,6,2,4,10,2.1003806144564687
85906,50,6,2,4,10,2.100080482639251
85907,55,6,2,4,10,2.10000246305201
85908,0,7,2,4,10,2.1001466423751505
85909,5,7,2,4,10,2.100512860424257
85910,10,7,2,4,10,2.101100710328061
85911,15,7,2,4,10,2.1019095389804794
85912,20,7,2,4,10,2.102938447766219
85913,25,7,2,4,10,2.1041862935591653
85914,30,7,2,4,10,2.1056516899923325
85915,35,7,2,4,10,2.1073330089982334
85916,40,7,2,4,10,2.1092283826176073
85917,45,7,2,4,10,2.1113357050747563
85918,50,7,2,4,10,2.1136526351170786
85919,55,7,2,4,10,2.116176598616218
85920,0,8,2,4,10,2.1189047914279455
85921,5,8,2,4,10,2.1218341825075813
85922,10,8,2,4,10,2.124961517277515
85923,15,8,2,4,10,2.128283321243066
85924,20,8,2,4,10,2.1317959038526757
85925,25,8,2,4,10,2.135495362598142
85926,30,8,2,4,10,2.1393775873503356
85927,35,8,2,4,10,2.1434382649255896
85928,40,8,2,4,10,2.147672883877741
85929,45,8,2,4,10,2.152076739510148
85930,50,8,2,4,10,2.1566449391029985
85931,55,8,2,4,10,2.1613724073489284
85932,0,9,2,4,10,2.1662538919917895
85933,5,9,2,4,10,2.171283969661948
85934,10,9,2,4,10,2.1764570519016937
85935,15,9,2,4,10,2.181767391374061
85936,20,9,2,4,10,2.1872090882481703
85937,25,9,2,4,10,2.1927760967539855
85938,30,9,2,4,10,2.198462231899217
85939,35,9,2,4,10,2.2042611763408964
85940,40,9,2,4,10,2.210166487404
85941,45,9,2,4,10,2.21617160423931
85942,50,9,2,4,10,2.222269855112575
85943,55,9,2,4,10,2.228454464816945
85944,0,10,2,4,10,2.234718562199945
85945,5,10,2,4,10,2.2410551877978846
85946,10,10,2,4,10,2.2474573015675476
85947,15,10,2,4,10,2.2539177907078196
85948,20,10,2,4,10,2.2604294775620684
85949,25,10,2,4,10,2.266985127592579
85950,30,10,2,4,10,2.273577457418188
85951,35,10,2,4,10,2.2801991429061754
85952,40,10,2,4,10,2.286842827309439
85953,45,10,2,4,10,2.293501129439902
85954,50,10,2,4,10,2.3001666518690707
85955,55,10,2,4,10,2.30683198914664
85956,0,11,2,4,10,2.3134897360280116
85957,5,11,2,4,10,2.3201324957015776
85958,10,11,2,4,10,2.3267528880067334
85959,15,11,2,4,10,2.333343557632933
85960,20,11,2,4,10,2.3398971822920425
85961,25,11,2,4,10,2.346406480853102
85962,30,11,2,4,10,2.3528642214318105
85963,35,11,2,4,10,2.3592632294252107
85964,40,11,2,4,10,2.36559639548273
85965,45,11,2,4,10,2.3718566834047308
85966,50,11,2,4,10,2.378037137959782
85967,55,11,2,4,10,2.384130892611982
85968,0,12,2,4,10,2.3901311771497338
85969,5,12,2,4,10,2.396031325207509
85970,10,12,2,4,10,2.401824781672232
85971,15,12,2,4,10,2.4075051099660647
85972,20,12,2,4,10,2.4130659991975
85973,25,12,2,4,10,2.4185012711728855
85974,30,12,2,4,10,2.423804887260152
85975,35,12,2,4,10,2.4289709550982312
85976,40,12,2,4,10,2.4339937351432157
85977,45,12,2,4,10,2.4388676470451167
85978,50,12,2,4,10,2.4435872758476784
85979,55,12,2,4,10,2.4481473780044376
85980,0,13,2,4,10,2.45254288720435
85981,5,13,2,4,10,2.4567689200005005
85982,10,13,2,4,10,2.4608207812356544
85983,15,13,2,4,10,2.464693969258615
85984,20,13,2,4,10,2.468384180925596
85985,25,13,2,4,10,2.4718873163810495
85986,30,13,2,4,10,2.4751994836126388
85987,35,13,2,4,10,2.478317002775296
85988,40,13,2,4,10,2.4812364102795996
85989,45,13,2,4,10,2.4839544626396934
85990,50,13,2,4,10,2.486468140077066
85991,55,13,2,4,10,2.488774649875385
85992,0,14,2,4,10,2.490871429483273
85993,5,14,2,4,10,2.4927561493613197
85994,10,14,2,4,10,2.4944267155702216
85995,15,14,2,4,10,2.4958812720971646
85996,20,14,2,4,10,2.4971182029178705
85997,25,14,2,4,10,2.4981361337920114
85998,30,14,2,4,10,2.4989339337900054
85999,35,14,2,4,10,2.499510716549484
86000,40,14,2,4,10,2.4998658412600534
86001,45,14,2,4,10,2.499998913375235
86002,50,14,2,4,10,2.499909785050814
86003,55,14,2,4,10,2.499598555309086
86004,0,15,2,4,10,2.4990655699288657
86005,5,15,2,4,10,2.498311421061297
86006,10,15,2,4,10,2.4973369465719806
86007,15,15,2,4,10,2.4961432291100993
86008,20,15,2,4,10,2.494731594905582
86009,25,15,2,4,10,2.493103612295654
86010,30,15,2,4,10,2.4912610899824
86011,35,15,2,4,10,2.489206075023281
86012,40,15,2,4,10,2.4869408505568398
86013,45,15,2,4,10,2.48446793326611
86014,50,15,2,4,10,2.4817900705825644
86015,55,15,2,4,10,2.478910237633695
86016,0,16,2,4,10,2.4758316339376205
86017,5,16,2,4,10,2.4725576798483977
86018,10,16,2,4,10,2.4690920127559304
86019,15,16,2,4,10,2.4654384830449887
86020,20,16,2,4,10,2.461601149817121
86021,25,16,2,4,10,2.45758427638114
86022,30,16,2,4,10,2.4533923255165098
86023,35,16,2,4,10,2.4490299545151584
86024,40,16,2,4,10,2.444502010007189
86025,45,16,2,4,10,2.4398135225762343
86026,50,16,2,4,10,2.434969701170436
86027,55,16,2,4,10,2.429975927315262
86028,0,17,2,4,10,2.424837749134585
86029,5,17,2,4,10,2.419560875186673
86030,10,17,2,4,10,2.414151168121933
86031,15,17,2,4,10,2.408614638169459
86032,20,17,2,4,10,2.4029574364596176
86033,25,17,2,4,10,2.3971858481900115
86034,30,17,2,4,10,2.391306285642891
86035,35,17,2,4,10,2.385325281060581
86036,40,17,2,4,10,2.379249479388422
86037,45,17,2,4,10,2.3730856308921022
86038,50,17,2,4,10,2.3668405836580546
86039,55,17,2,4,10,2.3605212759851804
86040,0,18,2,4,10,2.354134728676338
86041,5,18,2,4,10,2.3476880372381776
86042,10,18,2,4,10,2.3411883639979694
86043,15,18,2,4,10,2.3346429301462037
86044,20,18,2,4,10,2.3280590077137866
86045,25,18,2,4,10,2.3214439114927545
86046,30,18,2,4,10,2.314804990909479
86047,35,18,2,4,10,2.308149621859395
86048,40,18,2,4,10,2.301485198512228
86049,45,18,2,4,10,2.2948191250973755
86050,50,18,2,4,10,2.2881588076772004
86051,55,18,2,4,10,2.2815116459191995
86052,0,19,2,4,10,2.2748850248748202
86053,5,19,2,4,10,2.268286306774608
86054,10,19,2,4,10,2.2617228228487085
86055,15,19,2,4,10,2.255201865181808
86056,20,19,2,4,10,2.24873067861157
86057,25,19,2,4,10,2.24231645267956
86058,30,19,2,4,10,2.235966313643604
86059,35,19,2,4,10,2.2296873165604603
86060,40,19,2,4,10,2.2234864374475904
86061,45,19,2,4,10,2.2173705655327494
86062,50,19,2,4,10,2.2113464955999937
86063,55,19,2,4,10,2.205420920440542
86064,0,20,2,4,10,2.1996004234173516
86065,5,20,2,4,10,2.193891471150461
86066,10,20,2,4,10,2.1883004063328473
86067,15,20,2,4,10,2.182833440683561
86068,20,20,2,4,10,2.177496648046456
86069,25,20,2,4,10,2.172295957642096
86070,30,20,2,4,10,2.1672371474803436
86071,35,20,2,4,10,2.1623258379409447
86072,40,20,2,4,10,2.157567485529238
86073,45,20,2,4,10,2.1529673768139355
86074,50,20,2,4,10,2.148530622553697
86075,55,20,2,4,10,2.1442621520190404
86076,0,21,2,4,10,2.140166707515876
86077,5,21,2,4,10,2.136248839116771
86078,10,21,2,4,10,2.1325128996057274
86079,15,21,2,4,10,2.1289630396424064
86080,20,21,2,4,10,2.1256032031504057
86081,25,21,2,4,10,2.1224371229357333
86082,30,21,2,4,10,2.119468316539579
86083,35,21,2,4,10,2.1167000823302935
86084,40,21,2,4,10,2.114135495838879
86085,45,21,2,4,10,2.111777406342044
86086,50,21,2,4,10,2.109628433696637
86087,55,21,2,4,10,2.1076909654289624
86088,0,22,2,4,10,2.1059671540822187
86089,5,22,2,4,10,2.104458914825007
86090,10,22,2,4,10,2.1031679233235607
86091,15,22,2,4,10,2.1020956138800693
86092,20,22,2,4,10,2.101243177839153
86093,25,22,2,4,10,2.100611562264266
86094,30,22,2,4,10,2.1002014688855297
86095,35,22,2,4,10,2.100013353320055
86096,40,22,2,4,10,2.100047424565784
86097,45,22,2,4,10,2.1003036447692818
86098,50,22,2,4,10,2.1007817292677933
86099,55,22,2,4,10,2.101481146905503
86100,0,23,2,4,10,2.1024011206236572
86101,5,23,2,4,10,2.103540628323879
86102,10,23,2,4,10,2.104898404003731
86103,15,23,2,4,10,2.106472939163252
86104,20,23,2,4,10,2.108262484480915
86105,25,23,2,4,10,2.1102650517571364
86106,30,23,2,4,10,2.112478416123183
86107,35,23,2,4,10,2.114900118513018
86108,40,23,2,4,10,2.1175274683953833
86109,45,23,2,4,10,2.120357546762853
86110,50,23,2,4,10,2.1233872093750925
86111,55,23,2,4,10,2.126613090251992
86112,0,0,3,4,10,2.3300316054133345
86113,5,0,3,4,10,2.333638956860627
86114,10,0,3,4,10,2.3374311367967073
86115,15,0,3,4,10,2.3414039320784408
86116,20,0,3,4,10,2.3455529288975567
86117,25,0,3,4,10,2.349873517684425
86118,30,0,3,4,10,2.3543608982293267
86119,35,0,3,4,10,2.359010085015526
86120,40,0,3,4,10,2.3638159127582203
86121,45,0,3,4,10,2.368773042143216
86122,50,0,3,4,10,2.3738759657589474
86123,55,0,3,4,10,2.3791190142153313
86124,0,1,3,4,10,2.384496362442217
86125,5,1,3,4,10,2.3900020361615164
86126,10,1,3,4,10,2.3956299185243926
86127,15,1,3,4,10,2.4013737569071982
86128,20,1,3,4,10,2.4072271698581944
86129,25,1,3,4,10,2.413183654187394
86130,30,1,3,4,10,2.41923659219166
86131,35,1,3,4,10,2.4253792590070273
86132,40,1,3,4,10,2.431604830080085
86133,45,1,3,4,10,2.4379063887501076
86134,50,1,3,4,10,2.4442769339335233
86135,55,1,3,4,10,2.4507093879021773
86136,0,2,3,4,10,2.457196604146744
86137,5,2,3,4,10,2.4637313753165575
86138,10,2,3,4,10,2.47030644122713
86139,15,2,3,4,10,2.476914496925914
86140,20,2,3,4,10,2.4835482008087055
86141,25,2,3,4,10,2.490200182775867
86142,30,2,3,4,10,2.4968630524206588
86143,35,2,3,4,10,2.503529407240041
86144,40,2,3,4,10,2.5101918408589183
86145,45,2,3,4,10,2.516842951258679
86146,50,2,3,4,10,2.5234753490009014
86147,55,2,3,4,10,2.5300816654370823
86148,0,3,3,4,10,2.536654560895262
86149,5,3,3,4,10,2.543186732834464
86150,10,3,3,4,10,2.549670923957876
86151,15,3,3,4,10,2.556099930275767
86152,20,3,3,4,10,2.562466609109181
86153,25,3,3,4,10,2.5687638870255936
86154,30,3,3,4,10,2.574984767697214
86155,35,3,3,4,10,2.5811223396744793
86156,40,3,3,4,10,2.5871697840643835
86157,45,3,3,4,10,2.593120382106413
86158,50,3,3,4,10,2.598967522637145
86159,55,3,3,4,10,2.604704709435303
86160,0,4,3,4,10,2.6103255684391122
86161,5,4,3,4,10,2.6158238548279362
86162,10,4,3,4,10,2.621193459960322
86163,15,4,3,4,10,2.6264284181607542
86164,20,4,3,4,10,2.6315229133475646
86165,25,4,3,4,10,2.636471285494652
86166,30,4,3,4,10,2.641268036919815
86167,35,4,3,4,10,2.6459078383927217
86168,40,4,3,4,10,2.6503855350557908
86169,45,4,3,4,10,2.654696152151037
86170,50,4,3,4,10,2.6588349005474354
86171,55,4,3,4,10,2.6627971820614373
86172,0,5,3,4,10,2.6665785945656544
86173,5,5,3,4,10,2.6701749368796572
86174,10,5,3,4,10,2.6735822134375224
86175,15,5,3,4,10,2.6767966387269366
86176,20,5,3,4,10,2.679814641494936
86177,25,5,3,4,10,2.6826328687155936
86178,30,5,3,4,10,2.6852481893152618
86179,35,5,3,4,10,2.6876576976512188
86180,40,5,3,4,10,2.689858716739862
86181,45,5,3,4,10,2.691848801230862
86182,50,5,3,4,10,2.693625740123961
86183,55,5,3,4,10,2.6951875592254373
86184,0,6,3,4,10,2.696532523341366
86185,5,6,3,4,10,2.6976591382055624
86186,10,6,3,4,10,2.6985661521396356
86187,15,6,3,4,10,2.699252557443636
86188,20,6,3,4,10,2.6997175915156193
86189,25,6,3,4,10,2.6999607376989014
86190,30,6,3,4,10,2.6999817258560714
86191,35,6,3,4,10,2.6997805326691138
86192,40,6,3,4,10,2.6993573816653154
86193,45,6,3,4,10,2.6987127429689264
86194,50,6,3,4,10,2.697847332778846
86195,55,6,3,4,10,2.696762112572922
86196,0,7,3,4,10,2.695458288039739
86197,5,7,3,4,10,2.6939373077390893
86198,10,7,3,4,10,2.6922008614925854
86199,15,7,3,4,10,2.690250878506354
86200,20,7,3,4,10,2.6880895252275265
86201,25,7,3,4,10,2.685719202937393
86202,30,7,3,4,10,2.6831425450835353
86203,35,7,3,4,10,2.6803624143540468
86204,40,7,3,4,10,2.6773818994970595
86205,45,7,3,4,10,2.674204311889122
86206,50,7,3,4,10,2.6708331818562323
86207,55,7,3,4,10,2.667272254751615
86208,0,8,3,4,10,2.6635254867946054
86209,5,8,3,4,10,2.6595970406752554
86210,10,8,3,4,10,2.6554912809295512
86211,15,8,3,4,10,2.651212769090379
86212,20,8,3,4,10,2.6467662586196217
86213,25,8,3,4,10,2.6421566896269626
86214,30,8,3,4,10,2.637389183381634
86215,35,8,3,4,10,2.6324690366222705
86216,40,8,3,4,10,2.627401715672435
86217,45,8,3,4,10,2.622192850367428
86218,50,8,3,4,10,2.6168482277994953
86219,55,8,3,4,10,2.6113737858883184
86220,0,9,3,4,10,2.605775606783939
86221,5,9,3,4,10,2.6000599101094384
86222,10,9,3,4,10,2.594233046050887
86223,15,9,3,4,10,2.5883014883022337
86224,20,9,3,4,10,2.582271826872979
86225,25,9,3,4,10,2.5761507607666205
86226,30,9,3,4,10,2.5699450905380052
86227,35,9,3,4,10,2.5636617107378563
86228,40,9,3,4,10,2.557307602252783
86229,45,9,3,4,10,2.5508898245498073
86230,50,9,3,4,10,2.544415507832717
86231,55,9,3,4,10,2.5378918451206953
86232,0,10,3,4,10,2.5313260842567336
86233,5,10,3,4,10,2.5247255198552154
86234,10,10,3,4,10,2.5180974851975413
